screen_id,group,crowd_annotations,expert_annotations,gpt_annotations,app
com.accurate.weather.forecast.live_screen_993.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'II-PRE', 'bbox': [318, 233, 748, 467], 'source_wh': [1080, 2340]}, {'user_id': 'worker_8', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_9', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_10', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_11', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]",[],com.accurate.weather.forecast.live
org.wta_screen_6.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'II-PRE', 'bbox': [29, 306, 689, 349], 'source_wh': [1080, 1920]}, {'user_id': 'worker_8', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_9', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_10', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_11', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]",[],org.wta
com.rocks.music.videoplayer_screen_1.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'II-PRE', 'bbox': [125, 770, 1020, 1150], 'source_wh': [1080, 1920]}, {'user_id': 'worker_8', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_9', 'label': 'II-AM-FH', 'bbox': [11, 681, 1077, 1170], 'source_wh': [1080, 1920]}, {'user_id': 'worker_10', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_11', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'gpt', 'label': 'II-AM-FH', 'bbox': [270, 960, 810, 1080], 'source_wh': [1080, 1920]}]",com.rocks.music.videoplayer
com.x.free.file.manager.app_screen_182.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'II-PRE', 'bbox': [145, 253, 856, 630], 'source_wh': [1080, 2340]}, {'user_id': 'worker_8', 'label': 'NG-AD', 'bbox': [73, 101, 911, 1563], 'source_wh': [1080, 2340]}, {'user_id': 'worker_8', 'label': 'II-AM-FH', 'bbox': [633, 1517, 1033, 1756], 'source_wh': [1080, 2340]}, {'user_id': 'worker_9', 'label': 'II-AM-G-SMALL', 'bbox': [15, 1560, 1078, 1748], 'source_wh': [1080, 2340]}, {'user_id': 'worker_10', 'label': 'NG-AD', 'bbox': [72, 66, 1012, 1736], 'source_wh': [1080, 2340]}, {'user_id': 'worker_11', 'label': 'NG-AD', 'bbox': [964, 1030, 974, 1240], 'source_wh': [1080, 2340]}]","[{'user_id': 'expert_1', 'label': 'NG-AD', 'bbox': [3, 5, 1062, 1783], 'source_wh': [1080, 2340]}]","[{'user_id': 'gpt', 'label': 'NG-AD', 'bbox': [0, 0, 1080, 2340], 'source_wh': [1080, 2340]}]",com.x.free.file.manager.app
com.tianxingjian.supersound_screen_46.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'II-PRE', 'bbox': [228, 738, 979, 1091], 'source_wh': [1080, 1920]}, {'user_id': 'worker_8', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_9', 'label': 'II-PRE', 'bbox': [16, 717, 1057, 1142], 'source_wh': [1080, 1920]}, {'user_id': 'worker_10', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_11', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]",[],com.tianxingjian.supersound
com.x.free.file.manager.app_screen_131.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'II-PRE', 'bbox': [139, 1095, 974, 1309], 'source_wh': [1080, 2340]}, {'user_id': 'worker_8', 'label': 'II-AM-G-SMALL', 'bbox': [925, 16, 1048, 154], 'source_wh': [1080, 2340]}, {'user_id': 'worker_8', 'label': 'II-AM-FH', 'bbox': [524, 1443, 1010, 1622], 'source_wh': [1080, 2340]}, {'user_id': 'worker_8', 'label': 'NG-AD', 'bbox': [88, 218, 969, 1408], 'source_wh': [1080, 2340]}, {'user_id': 'worker_9', 'label': 'II-AM-FH', 'bbox': [1, 1236, 1072, 1730], 'source_wh': [1080, 2340]}, {'user_id': 'worker_10', 'label': 'NG-AD', 'bbox': [935, 39, 1041, 151], 'source_wh': [1080, 2340]}, {'user_id': 'worker_11', 'label': 'II-AM-G-SMALL', 'bbox': [875, 110, 1074, 241], 'source_wh': [1080, 2340]}]","[{'user_id': 'expert_1', 'label': 'NG-AD', 'bbox': [0, 45, 1036, 1789], 'source_wh': [1080, 2340]}]","[{'user_id': 'gpt', 'label': 'II-AM-FH', 'bbox': [540, 1800, 1080, 2100], 'source_wh': [1080, 2340]}, {'user_id': 'gpt', 'label': 'II-AM-G-SMALL', 'bbox': [990, 150, 1050, 210], 'source_wh': [1080, 2340]}]",com.x.free.file.manager.app
com.firsttech.firsttech_screen_36.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_8', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_9', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_10', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_11', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]",[],com.firsttech.firsttech
ng.giglogistics.giglgo_screen_53.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_8', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_9', 'label': 'II-PRE', 'bbox': [0, 507, 1034, 1672], 'source_wh': [1080, 2340]}, {'user_id': 'worker_10', 'label': 'NG-AD', 'bbox': [52, 598, 1041, 1493], 'source_wh': [1080, 2340]}, {'user_id': 'worker_11', 'label': 'II-AM-FH', 'bbox': [48, 812, 1054, 1320], 'source_wh': [1080, 2340]}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'gpt', 'label': 'II-AM-FH', 'bbox': [0, 600, 1080, 900], 'source_wh': [1080, 2340]}]",ng.giglogistics.giglgo
com.fasterthanmonkeys.iscore_screen_37.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'II-PRE', 'bbox': [534, 910, 944, 1816], 'source_wh': [1080, 2340]}, {'user_id': 'worker_8', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_9', 'label': 'FA-G-PRO', 'bbox': [24, 973, 1025, 2093], 'source_wh': [1080, 2340]}, {'user_id': 'worker_10', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_11', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]",[],com.fasterthanmonkeys.iscore
com.uae.airport.flightsstatus_screen_7.jpg,mixed_eq_gptTrue,"[{'user_id': 'worker_7', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_8', 'label': 'II-AM-FH', 'bbox': [132, 1461, 896, 1742], 'source_wh': [1080, 2340]}, {'user_id': 'worker_9', 'label': 'II-PRE', 'bbox': [47, 89, 1031, 1742], 'source_wh': [1080, 2340]}, {'user_id': 'worker_10', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_11', 'label': 'II-AM-FH', 'bbox': [84, 1580, 1000, 1794], 'source_wh': [1080, 2340]}]","[{'user_id': 'expert_1', 'label': 'II-AM-FH', 'bbox': [58, 1379, 1042, 1742], 'source_wh': [1080, 2340]}]",[],com.uae.airport.flightsstatus
com.rocks.music.videoplayer_screen_133.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'II-AM-G-SMALL', 'bbox': [6, 1684, 124, 1789], 'source_wh': [1080, 1920]}, {'user_id': 'worker_13', 'label': 'NG-AD', 'bbox': [2, 2, 62, 57], 'source_wh': [1080, 1920]}, {'user_id': 'worker_14', 'label': 'II-AM-G-SMALL', 'bbox': [42, 32, 1031, 1400], 'source_wh': [1080, 1920]}, {'user_id': 'worker_15', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'II-AM-FH', 'bbox': [61, 1429, 1038, 1597], 'source_wh': [1080, 1920]}, {'user_id': 'expert_1', 'label': 'NG-AD', 'bbox': [6, 13, 1069, 1777], 'source_wh': [1080, 1920]}]","[{'user_id': 'gpt', 'label': 'II-AM-G-SMALL', 'bbox': [0, 0, 108, 108], 'source_wh': [1080, 1920]}]",com.rocks.music.videoplayer
com.currency.converter.exchange.rate.money.free_screen_159.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'II-AM-FH', 'bbox': [35, 88, 450, 244], 'source_wh': [1080, 1920]}, {'user_id': 'worker_13', 'label': 'II-AM-FH', 'bbox': [28, 1148, 1059, 1350], 'source_wh': [1080, 1920]}, {'user_id': 'worker_16', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_14', 'label': 'FA-G-PRO', 'bbox': [66, 863, 1043, 1612], 'source_wh': [1080, 1920]}, {'user_id': 'worker_15', 'label': 'II-AM-FH', 'bbox': [53, 1074, 1032, 1244], 'source_wh': [1080, 1920]}]","[{'user_id': 'expert_1', 'label': 'II-AM-FH', 'bbox': [39, 873, 1069, 1701], 'source_wh': [1080, 1920]}]","[{'user_id': 'gpt', 'label': 'FA-G-PRO', 'bbox': [40, 40, 200, 100], 'source_wh': [1080, 1920]}, {'user_id': 'gpt', 'label': 'II-AM-FH', 'bbox': [40, 800, 1040, 900], 'source_wh': [1080, 1920]}]",com.currency.converter.exchange.rate.money.free
com.x.free.file.manager.app_screen_25.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'NG-AD', 'bbox': [147, 487, 954, 1602], 'source_wh': [1080, 2340]}, {'user_id': 'worker_13', 'label': 'NG-AD', 'bbox': [283, 744, 822, 1317], 'source_wh': [1080, 2340]}, {'user_id': 'worker_16', 'label': 'NG-AD', 'bbox': [8, 183, 1067, 1947], 'source_wh': [1080, 2340]}, {'user_id': 'worker_14', 'label': 'NG-AD', 'bbox': [39, 19, 1048, 1730], 'source_wh': [1080, 2340]}, {'user_id': 'worker_15', 'label': 'NG-AD', 'bbox': [0, 636, 1079, 1095], 'source_wh': [1080, 2340]}]","[{'user_id': 'expert_1', 'label': 'NG-AD', 'bbox': [23, 16, 1059, 1935], 'source_wh': [1080, 2340]}]","[{'user_id': 'gpt', 'label': 'NG-AD', 'bbox': [0, 0, 1080, 1080], 'source_wh': [1080, 2340]}]",com.x.free.file.manager.app
com.threeds.homebyme_screen_29.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_13', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_16', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_14', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_15', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]",[],com.threeds.homebyme
com.agnessa.agnessamini_screen_12.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'II-AM-G-SMALL', 'bbox': [11, 1580, 1064, 1796], 'source_wh': [1080, 1920]}, {'user_id': 'worker_13', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_16', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_14', 'label': 'II-AM-G-SMALL', 'bbox': [6, 1602, 112, 1874], 'source_wh': [1080, 1920]}, {'user_id': 'worker_15', 'label': 'II-AM-G-SMALL', 'bbox': [7, 1736, 41, 1770], 'source_wh': [1080, 1920]}]","[{'user_id': 'expert_1', 'label': 'II-AM-G-SMALL', 'bbox': [10, 1713, 49, 1768], 'source_wh': [1080, 1920]}]","[{'user_id': 'gpt', 'label': 'II-AM-G-SMALL', 'bbox': [0, 1780, 1080, 1920], 'source_wh': [1080, 1920]}]",com.agnessa.agnessamini
org.zwanoo.android.speedtest_screen_232.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'II-AM-FH', 'bbox': [40, 954, 1052, 1765], 'source_wh': [1080, 1920]}, {'user_id': 'worker_13', 'label': 'II-PRE', 'bbox': [135, 1528, 1042, 1770], 'source_wh': [1080, 1920]}, {'user_id': 'worker_16', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_14', 'label': 'FA-G-PRO', 'bbox': [112, 1571, 1029, 1823], 'source_wh': [1080, 1920]}, {'user_id': 'worker_15', 'label': 'II-AM-FH', 'bbox': [77, 1588, 1025, 1734], 'source_wh': [1080, 1920]}]","[{'user_id': 'expert_1', 'label': 'II-AM-FH', 'bbox': [80, 1549, 1021, 1737], 'source_wh': [1080, 1920]}]","[{'user_id': 'gpt', 'label': 'II-AM-FH', 'bbox': [0, 1440, 1080, 1920], 'source_wh': [1080, 1920]}]",org.zwanoo.android.speedtest
tv.skyship.supersimple_screen_27.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_13', 'label': 'II-AM-FH', 'bbox': [994, 461, 1839, 758], 'source_wh': [1920, 1080]}, {'user_id': 'worker_16', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_14', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_15', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'gpt', 'label': 'II-AM-FH', 'bbox': [960, 0, 1920, 1080], 'source_wh': [1920, 1080]}]",tv.skyship.supersimple
com.sports.schedules.football.ncaa_screen_151.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_13', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_16', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_14', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_15', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]",[],com.sports.schedules.football.ncaa
com.iconchanger.customizeapp.shortcut_screen_1.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_13', 'label': 'NG-AD', 'bbox': [20, 148, 216, 318], 'source_wh': [1080, 1920]}, {'user_id': 'worker_16', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_14', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_15', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'gpt', 'label': 'NG-AD', 'bbox': [0, 1700, 1080, 1920], 'source_wh': [1080, 1920]}]",com.iconchanger.customizeapp.shortcut
com.flipkart.android_screen_33.jpg,random_gptTrue,"[{'user_id': 'worker_12', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_13', 'label': 'II-AM-FH', 'bbox': [32, 119, 1065, 1250], 'source_wh': [1080, 2340]}, {'user_id': 'worker_16', 'label': 'NG-AD', 'bbox': [19, 844, 657, 949], 'source_wh': [1080, 2340]}, {'user_id': 'worker_14', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_15', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'gpt', 'label': 'NG-AD', 'bbox': [0, 300, 1080, 800], 'source_wh': [1080, 2340]}]",com.flipkart.android
com.meshare_screen_41.jpg,mixed_eq_gptFalse,"[{'user_id': 'worker_17', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_18', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_19', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_20', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}, {'user_id': 'worker_21', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]","[{'user_id': 'expert_1', 'label': 'No_Dark_Patterns', 'bbox': None, 'source_wh': None}]",[],com.meshare
